"service_id","date","exception_type"
"DA5C6322","20210806","1"
"DA5C6322","20210809","1"
"DA5C6322","20210810","1"
"DA5C6322","20210811","1"
"DA5C6322","20210812","1"
"DA5C6322","20210813","1"
"DA5C6322","20210816","1"
"DA5C6322","20210817","1"
"DA5C6322","20210818","1"
"DA5C6322","20210819","1"
"DA5C6322","20210820","1"
"DA5C6322","20210823","1"
"DA5C6322","20210824","1"
"DA5C6322","20210825","1"
"DA5C6322","20210826","1"
"DA5C6322","20210827","1"
"DA5C6322","20210830","1"
"DA5C6322","20210831","1"
"DA5C6322","20210901","1"
"DA5C6322","20210902","1"
"DA5C6322","20210903","1"
"ED705325","20210621","1"
"ED705325","20210622","1"
"F63F5239","20210615","1"
"F63F5239","20210616","1"
"F63F5239","20210617","1"
"F63F5239","20210618","1"
"F63F5239","20210621","1"
"F63F5239","20210622","1"
"F63F5239","20210624","1"
"F63F5239","20210625","1"
"F63F5239","20210628","1"
"F63F5239","20210629","1"
"F63F5239","20210630","1"
"F63F5239","20210701","1"
"F63F5239","20210702","1"
"F63F5239","20210706","1"
"F63F5239","20210707","1"
"F63F5239","20210708","1"
"F63F5239","20210709","1"
"F63F5239","20210712","1"
"F63F5239","20210713","1"
"F63F5239","20210714","1"
"F63F5239","20210715","1"
"F63F5239","20210716","1"
"F63F5239","20210719","1"
"F63F5239","20210720","1"
"F63F5239","20210721","1"
"F63F5239","20210722","1"
"F63F5239","20210723","1"
"F63F5239","20210726","1"
"F63F5239","20210727","1"
"F63F5239","20210728","1"
"F63F5239","20210729","1"
"F63F5239","20210730","1"
"F63F5239","20210802","1"
"F63F5239","20210803","1"
"F63F5239","20210804","1"
"F63F5239","20210805","1"
"F63F5239","20210806","1"
"F63F5239","20210809","1"
"F63F5239","20210810","1"
"F63F5239","20210811","1"
"F63F5239","20210812","1"
"F63F5239","20210813","1"
"F63F5239","20210816","1"
"F63F5239","20210817","1"
"F63F5239","20210818","1"
"F63F5239","20210819","1"
"F63F5239","20210820","1"
"F63F5239","20210823","1"
"F63F5239","20210824","1"
"F63F5239","20210825","1"
"F63F5239","20210826","1"
"F63F5239","20210827","1"
"F63F5239","20210830","1"
"F63F5239","20210831","1"
"F63F5239","20210901","1"
"F63F5239","20210902","1"
"F63F5239","20210903","1"
"A89C6FAA","20210623","1"
"50ABB815","20210615","1"
"50ABB815","20210616","1"
"50ABB815","20210617","1"
"50ABB815","20210618","1"
"50ABB815","20210621","1"
"50ABB815","20210622","1"
"50ABB815","20210623","1"
"50ABB815","20210624","1"
"50ABB815","20210625","1"
"50ABB815","20210628","1"
"50ABB815","20210629","1"
"50ABB815","20210630","1"
"50ABB815","20210701","1"
"50ABB815","20210702","1"
"50ABB815","20210705","1"
"50ABB815","20210706","1"
"50ABB815","20210707","1"
"50ABB815","20210708","1"
"50ABB815","20210709","1"
"50ABB815","20210712","1"
"50ABB815","20210713","1"
"50ABB815","20210714","1"
"50ABB815","20210715","1"
"50ABB815","20210716","1"
"50ABB815","20210719","1"
"50ABB815","20210720","1"
"50ABB815","20210721","1"
"50ABB815","20210722","1"
"50ABB815","20210723","1"
"50ABB815","20210726","1"
"50ABB815","20210727","1"
"50ABB815","20210728","1"
"50ABB815","20210729","1"
"50ABB815","20210730","1"
"50ABB815","20210802","1"
"50ABB815","20210803","1"
"50ABB815","20210804","1"
"50ABB815","20210805","1"
"50ABB815","20210806","1"
"50ABB815","20210809","1"
"50ABB815","20210810","1"
"50ABB815","20210811","1"
"50ABB815","20210812","1"
"50ABB815","20210813","1"
"50ABB815","20210816","1"
"50ABB815","20210817","1"
"50ABB815","20210818","1"
"50ABB815","20210819","1"
"50ABB815","20210820","1"
"50ABB815","20210823","1"
"50ABB815","20210824","1"
"50ABB815","20210825","1"
"50ABB815","20210826","1"
"50ABB815","20210827","1"
"50ABB815","20210830","1"
"50ABB815","20210831","1"
"50ABB815","20210901","1"
"50ABB815","20210902","1"
"50ABB815","20210903","1"
